date,channel,spend,reach,impressions
2023-05-16,TV,2701.75,212532,389063
2023-05-16,Digital,1681.44,320590,1421222
2023-05-16,Social,839.27,224462,523499
2023-05-16,Search,615.81,103292,264954
2023-05-17,TV,3626.41,314702,532408
2023-05-17,Digital,1091.05,227797,901978
2023-05-17,Social,817.83,212585,510300
2023-05-17,Search,661.83,116931,278599
2023-05-18,TV,3903.87,336558,614617
2023-05-18,Digital,1477.69,275092,1111824
2023-05-18,Social,1103.94,269817,718503
2023-05-18,Search,492.70,82490,181441
2023-05-19,TV,3118.06,247332,481259
2023-05-19,Digital,1730.14,376063,1508928
2023-05-19,Social,904.73,213724,518024
2023-05-19,Search,461.53,90388,176732
2023-05-20,TV,2162.64,170560,335344
2023-05-20,Digital,1231.50,222956,1041312
2023-05-20,Social,592.22,142015,353228
2023-05-20,Search,483.73,89489,197975
2023-05-21,TV,2609.83,220784,358369
2023-05-21,Digital,971.61,178628,833322
2023-05-21,Social,637.25,146616,412705
2023-05-21,Search,365.59,66006,137364
2023-05-22,TV,3293.62,238358,524317
2023-05-22,Digital,1722.20,342647,1344567
2023-05-22,Social,829.62,221097,448398
2023-05-22,Search,578.29,95669,232995
2023-05-23,TV,2894.18,234029,452496
2023-05-23,Digital,1843.34,372791,1368476
2023-05-23,Social,890.53,205616,585530
2023-05-23,Search,458.43,90422,179638
2023-05-24,TV,3705.13,313186,549324
2023-05-24,Digital,2121.47,397474,1745530
2023-05-24,Social,1030.56,282966,634765
2023-05-24,Search,448.70,78965,186748
2023-05-25,TV,3124.15,270783,439684
2023-05-25,Digital,1924.83,354852,1428591
2023-05-25,Social,1157.05,294390,749669
2023-05-25,Search,497.94,80869,195010
2023-05-26,TV,2870.92,237250,473139
2023-05-26,Digital,1574.40,290309,1295301
2023-05-26,Social,871.70,208865,518853
2023-05-26,Search,489.22,90180,193790
2023-05-27,TV,2415.00,208231,342267
2023-05-27,Digital,1124.30,217154,917446
2023-05-27,Social,949.09,218643,552360
2023-05-27,Search,467.32,88716,169265
2023-05-28,TV,2098.03,170114,300360
2023-05-28,Digital,1482.76,301600,1248230
2023-05-28,Social,759.58,181243,434958
2023-05-28,Search,456.85,81842,188803
2023-05-29,TV,3793.19,285558,590105
2023-05-29,Digital,1384.46,278745,1019048
2023-05-29,Social,1080.50,286178,617870
2023-05-29,Search,600.86,113094,262216
2023-05-30,TV,3814.79,287879,523455
2023-05-30,Digital,1485.16,282241,1198676
2023-05-30,Social,927.52,221813,573703
2023-05-30,Search,577.37,105803,238231
2023-05-31,TV,3441.45,264939,557408
2023-05-31,Digital,1630.54,304033,1411875
2023-05-31,Social,1014.75,273053,651859
2023-05-31,Search,659.02,128725,258556
2023-06-01,TV,3127.89,273493,504482
2023-06-01,Digital,1607.29,328030,1220628
2023-06-01,Social,1065.69,280793,608442
2023-06-01,Search,700.78,136113,304672
2023-06-02,TV,3127.24,232963,427798
2023-06-02,Digital,1804.34,347823,1320687
2023-06-02,Social,1003.95,275302,553720
2023-06-02,Search,576.48,110767,250338
2023-06-03,TV,3154.12,246382,433360
2023-06-03,Digital,1483.39,313719,1091508
2023-06-03,Social,647.84,161814,365637
2023-06-03,Search,387.61,64679,161413
2023-06-04,TV,2199.57,188198,298013
2023-06-04,Digital,1158.80,214858,1002354
2023-06-04,Social,656.00,179436,395232
2023-06-04,Search,407.78,77848,149679
2023-06-05,TV,3469.12,279395,556906
2023-06-05,Digital,1696.72,325708,1258756
2023-06-05,Social,666.93,175824,408769
2023-06-05,Search,554.04,109097,220573
2023-06-06,TV,2686.23,206068,397188
2023-06-06,Digital,1608.00,328365,1219207
2023-06-06,Social,879.90,238363,527866
2023-06-06,Search,509.81,93871,188068
2023-06-07,TV,3500.38,284376,502612
2023-06-07,Digital,1615.15,306846,1202124
2023-06-07,Social,713.00,163139,405337
2023-06-07,Search,677.73,132240,255791
2023-06-08,TV,3876.55,305989,600310
2023-06-08,Digital,1730.81,338444,1358756
2023-06-08,Social,864.98,201852,500634
2023-06-08,Search,616.86,116756,246588
2023-06-09,TV,3180.33,236052,464004
2023-06-09,Digital,1715.89,342256,1457474
2023-06-09,Social,1001.19,252439,625316
2023-06-09,Search,505.62,86933,203288
2023-06-10,TV,2809.75,229478,422025
2023-06-10,Digital,1134.44,248759,925319
2023-06-10,Social,685.68,157910,451757
2023-06-10,Search,411.37,77020,159307
2023-06-11,TV,1640.38,142175,231696
2023-06-11,Digital,1372.01,266940,1098673
2023-06-11,Social,807.80,189195,498069
2023-06-11,Search,334.03,55152,124422
2023-06-12,TV,2574.64,200270,375919
2023-06-12,Digital,1861.14,354286,1600276
2023-06-12,Social,677.98,155358,435996
2023-06-12,Search,560.23,103944,213981
2023-06-13,TV,3281.62,279248,493153
2023-06-13,Digital,1606.81,350652,1265134
2023-06-13,Social,884.07,229877,524616
2023-06-13,Search,563.77,107729,242507
2023-06-14,TV,3952.25,335955,582069
2023-06-14,Digital,1635.51,333611,1353497
2023-06-14,Social,1102.84,253668,613473
2023-06-14,Search,531.85,88853,211535
2023-06-15,TV,3538.95,261107,515041
2023-06-15,Digital,1879.49,397906,1401749
2023-06-15,Social,889.75,208245,539837
2023-06-15,Search,645.09,111097,259896
2023-06-16,TV,2293.09,184401,334189
2023-06-16,Digital,1717.20,350719,1399994
2023-06-16,Social,970.47,220249,611550
2023-06-16,Search,555.80,95402,227005
2023-06-17,TV,2750.57,232445,429462
2023-06-17,Digital,1360.62,295854,1055196
2023-06-17,Social,852.89,224918,480438
2023-06-17,Search,436.20,85852,189963
2023-06-18,TV,2683.07,220790,409869
2023-06-18,Digital,1192.12,258620,859788
2023-06-18,Social,736.09,189159,480168
2023-06-18,Search,391.74,68529,156362
2023-06-19,TV,3914.28,310910,556641
2023-06-19,Digital,1589.03,294136,1281504
2023-06-19,Social,885.97,212636,544557
2023-06-19,Search,528.76,102981,220482
2023-06-20,TV,3061.00,250427,493273
2023-06-20,Digital,1811.30,335180,1524999
2023-06-20,Social,873.12,225080,501649
2023-06-20,Search,506.75,92229,214855
2023-06-21,TV,3020.74,223722,411099
2023-06-21,Digital,2122.78,389318,1701599
2023-06-21,Social,701.01,158518,397221
2023-06-21,Search,505.07,88082,221477
2023-06-22,TV,2543.04,184113,419249
2023-06-22,Digital,1490.08,295909,1212372
2023-06-22,Social,924.19,218197,572331
2023-06-22,Search,573.72,107924,239527
2023-06-23,TV,3256.69,246964,510046
2023-06-23,Digital,2176.90,443762,1572155
2023-06-23,Social,934.56,255033,607273
2023-06-23,Search,448.39,85299,182670
2023-06-24,TV,2264.87,182810,324664
2023-06-24,Digital,1541.43,312966,1291487
2023-06-24,Social,730.69,180113,450483
2023-06-24,Search,341.23,63749,132651
2023-06-25,TV,2776.46,224036,376052
2023-06-25,Digital,1451.85,265204,1056589
2023-06-25,Social,608.62,144045,383877
2023-06-25,Search,474.27,83170,204644
2023-06-26,TV,3633.71,287450,500714
2023-06-26,Digital,1737.83,328287,1435830
2023-06-26,Social,1027.52,259544,572127
2023-06-26,Search,589.39,100147,213145
2023-06-27,TV,3156.84,247418,484301
2023-06-27,Digital,1905.72,391827,1630954
2023-06-27,Social,838.73,221168,503127
2023-06-27,Search,610.03,118796,235379
2023-06-28,TV,3310.64,253302,465229
2023-06-28,Digital,1608.39,337372,1389895
2023-06-28,Social,920.96,207435,500844
2023-06-28,Search,605.28,99799,252253
2023-06-29,TV,2986.19,231346,487551
2023-06-29,Digital,1997.07,391291,1472403
2023-06-29,Social,759.39,181560,497247
2023-06-29,Search,528.66,103307,206565
2023-06-30,TV,3582.00,279615,500995
2023-06-30,Digital,1360.07,253763,1077648
2023-06-30,Social,885.56,209064,493548
2023-06-30,Search,682.19,130034,282462
2023-07-01,TV,2427.21,183390,333685
2023-07-01,Digital,1357.83,279172,1177865
2023-07-01,Social,726.40,165114,394022
2023-07-01,Search,461.81,88580,188605
2023-07-02,TV,1856.83,154196,284100
2023-07-02,Digital,1497.36,296035,1101867
2023-07-02,Social,647.04,150076,359576
2023-07-02,Search,449.52,77710,176474
2023-07-03,TV,2455.58,212365,357963
2023-07-03,Digital,1524.64,289116,1140694
2023-07-03,Social,723.11,179868,476432
2023-07-03,Search,606.14,98303,228942
2023-07-04,TV,3588.38,260258,507624
2023-07-04,Digital,1796.64,383690,1462138
2023-07-04,Social,760.23,200710,485453
2023-07-04,Search,544.35,88333,202552
2023-07-05,TV,2630.75,191465,400646
2023-07-05,Digital,1813.62,373095,1367218
2023-07-05,Social,760.08,189533,465505
2023-07-05,Search,480.10,77811,197652
2023-07-06,TV,3528.91,273368,486931
2023-07-06,Digital,1929.72,358635,1649270
2023-07-06,Social,722.84,172786,433029
2023-07-06,Search,635.56,114724,247536
2023-07-07,TV,3681.97,307936,561062
2023-07-07,Digital,1594.27,326611,1377069
2023-07-07,Social,886.96,234142,556334
2023-07-07,Search,610.97,120475,226631
2023-07-08,TV,2584.31,212984,385221
2023-07-08,Digital,1721.20,372883,1386450
2023-07-08,Social,743.61,178080,467038
2023-07-08,Search,440.56,84659,174247
2023-07-09,TV,2528.54,194018,398771
2023-07-09,Digital,1153.55,216673,943930
2023-07-09,Social,855.05,221035,561671
2023-07-09,Search,341.94,60662,134609
2023-07-10,TV,3116.49,233203,464756
2023-07-10,Digital,1671.95,360896,1315651
2023-07-10,Social,1033.69,240856,568929
2023-07-10,Search,646.09,120954,249190
2023-07-11,TV,2790.89,204256,437167
2023-07-11,Digital,1561.42,284795,1157213
2023-07-11,Social,930.34,231583,563463
2023-07-11,Search,561.95,109797,203384
2023-07-12,TV,2885.71,227512,418597
2023-07-12,Digital,1432.42,265598,1076818
2023-07-12,Social,709.92,180524,389456
2023-07-12,Search,553.85,92476,235662
2023-07-13,TV,2871.87,230329,423377
2023-07-13,Digital,1614.38,349456,1183997
2023-07-13,Social,855.40,205790,464130
2023-07-13,Search,590.98,96353,248043
2023-07-14,TV,2845.79,246255,432827
2023-07-14,Digital,1699.77,342529,1470742
2023-07-14,Social,930.61,241832,525666
2023-07-14,Search,594.34,101838,230346
2023-07-15,TV,2253.36,175946,345616
2023-07-15,Digital,1061.03,196367,845215
2023-07-15,Social,818.60,188411,506788
2023-07-15,Search,393.67,66633,163232
2023-07-16,TV,2078.70,179013,301878
2023-07-16,Digital,1373.40,258764,1103945
2023-07-16,Social,708.80,169217,456815
2023-07-16,Search,422.85,80900,179416
2023-07-17,TV,3541.08,271549,523841
2023-07-17,Digital,1858.82,398961,1599126
2023-07-17,Social,959.69,254581,574416
2023-07-17,Search,488.82,96670,188329
2023-07-18,TV,2564.38,221955,383811
2023-07-18,Digital,2155.74,459985,1784140
2023-07-18,Social,787.47,201339,517594
2023-07-18,Search,671.27,115032,265354
2023-07-19,TV,3134.56,233948,499725
2023-07-19,Digital,1886.21,383108,1571787
2023-07-19,Social,886.41,217471,493349
2023-07-19,Search,530.71,86086,208602
2023-07-20,TV,3711.24,286625,560452
2023-07-20,Digital,1868.66,361308,1378277
2023-07-20,Social,891.50,219385,494930
2023-07-20,Search,520.94,92781,204954
2023-07-21,TV,2613.47,197846,377874
2023-07-21,Digital,1653.89,299141,1307461
2023-07-21,Social,890.87,239524,573696
2023-07-21,Search,483.66,79622,196385
2023-07-22,TV,2257.51,186262,365786
2023-07-22,Digital,1605.79,300991,1358476
2023-07-22,Social,634.69,160262,408006
2023-07-22,Search,486.14,95117,202205
2023-07-23,TV,2490.97,215646,408952
2023-07-23,Digital,1227.32,256414,974718
2023-07-23,Social,734.90,197101,422536
2023-07-23,Search,373.96,69405,148356
2023-07-24,TV,3481.44,280169,479770
2023-07-24,Digital,1979.40,392140,1640723
2023-07-24,Social,1232.83,286264,701679
2023-07-24,Search,468.27,83356,195966
2023-07-25,TV,3370.35,273261,526093
2023-07-25,Digital,1708.08,329089,1425978
2023-07-25,Social,769.38,201187,416550
2023-07-25,Search,597.12,100971,245066
2023-07-26,TV,2822.30,238600,449424
2023-07-26,Digital,1218.97,240201,878502
2023-07-26,Social,939.34,248631,524324
2023-07-26,Search,564.68,108182,241277
2023-07-27,TV,3887.24,312097,583479
2023-07-27,Digital,1391.67,265443,1088331
2023-07-27,Social,867.58,218766,489794
2023-07-27,Search,758.31,143395,298643
2023-07-28,TV,2664.28,192806,422819
2023-07-28,Digital,1736.44,324115,1521760
2023-07-28,Social,744.89,194556,459279
2023-07-28,Search,525.57,98335,205232
2023-07-29,TV,2818.53,214352,458070
2023-07-29,Digital,1034.39,223040,889855
2023-07-29,Social,648.42,177841,421517
2023-07-29,Search,408.38,70273,170384
2023-07-30,TV,3212.29,238766,493564
2023-07-30,Digital,1370.37,288522,1007181
2023-07-30,Social,602.37,137036,372485
2023-07-30,Search,399.51,77519,143851
2023-07-31,TV,3624.00,283628,540902
2023-07-31,Digital,1779.24,376279,1432100
2023-07-31,Social,800.07,182416,516311
2023-07-31,Search,426.75,72463,171517
2023-08-01,TV,2579.83,215807,351041
2023-08-01,Digital,1619.41,308029,1183628
2023-08-01,Social,854.16,194913,502827
2023-08-01,Search,610.89,118616,236531
2023-08-02,TV,2922.64,219358,450172
2023-08-02,Digital,1210.57,222890,971368
2023-08-02,Social,898.21,216455,539536
2023-08-02,Search,616.15,104187,252594
2023-08-03,TV,4391.42,352460,634704
2023-08-03,Digital,1683.02,321916,1241392
2023-08-03,Social,952.84,226884,524963
2023-08-03,Search,471.41,92102,171109
2023-08-04,TV,3948.22,325779,580956
2023-08-04,Digital,1360.93,277973,1130970
2023-08-04,Social,821.34,213618,486487
2023-08-04,Search,503.09,83433,201880
2023-08-05,TV,1690.85,135737,249691
2023-08-05,Digital,1589.18,291466,1289467
2023-08-05,Social,712.75,173064,447822
2023-08-05,Search,362.21,65476,149637
2023-08-06,TV,2576.07,221327,403367
2023-08-06,Digital,1309.27,280960,1012399
2023-08-06,Social,734.79,172293,428225
2023-08-06,Search,411.37,74626,167447
2023-08-07,TV,2816.35,209534,411436
2023-08-07,Digital,1766.92,343823,1339863
2023-08-07,Social,878.84,231594,528270
2023-08-07,Search,667.32,114886,260941
2023-08-08,TV,3166.59,273868,494026
2023-08-08,Digital,1549.99,299777,1126736
2023-08-08,Social,807.49,192492,477257
2023-08-08,Search,454.57,82608,185637
2023-08-09,TV,3521.18,297264,476041
2023-08-09,Digital,2079.44,439901,1610645
2023-08-09,Social,1010.81,236466,637287
2023-08-09,Search,675.90,119959,273615
2023-08-10,TV,3058.38,223610,446918
2023-08-10,Digital,1491.76,312591,1088679
2023-08-10,Social,762.22,185624,439024
2023-08-10,Search,699.17,115945,265043
2023-08-11,TV,3469.67,260388,563675
2023-08-11,Digital,1382.24,278392,1120013
2023-08-11,Social,606.65,162047,374103
2023-08-11,Search,577.78,109524,218344
2023-08-12,TV,2983.68,260183,473810
2023-08-12,Digital,980.30,194849,850091
2023-08-12,Social,715.10,192320,429170
2023-08-12,Search,407.79,68120,150988
2023-08-13,TV,2444.65,212059,344579
2023-08-13,Digital,980.85,207165,715863
2023-08-13,Social,628.89,143802,402034
2023-08-13,Search,426.64,80116,163099
2023-08-14,TV,3545.07,282973,573073
2023-08-14,Digital,1990.61,435092,1544331
2023-08-14,Social,737.96,191565,438086
2023-08-14,Search,413.82,74034,174047
2023-08-15,TV,3724.10,321958,607178
2023-08-15,Digital,1271.63,263373,1034105
2023-08-15,Social,750.72,195553,444529
2023-08-15,Search,560.69,106411,219907
2023-08-16,TV,2891.80,236306,453152
2023-08-16,Digital,1701.78,332026,1458003
2023-08-16,Social,954.78,215592,586041
2023-08-16,Search,682.50,119572,254515
2023-08-17,TV,3469.60,257495,538600
2023-08-17,Digital,1465.45,303767,1140596
2023-08-17,Social,912.05,248860,512456
2023-08-17,Search,435.28,83642,176876
2023-08-18,TV,3313.67,271655,448665
2023-08-18,Digital,1460.85,264195,1213860
2023-08-18,Social,779.98,177448,431862
2023-08-18,Search,556.69,100061,228936
2023-08-19,TV,3125.47,241473,491812
2023-08-19,Digital,1523.68,280125,1113932
2023-08-19,Social,612.32,150601,332910
2023-08-19,Search,285.01,46507,111755
2023-08-20,TV,1951.91,161444,312971
2023-08-20,Digital,1142.68,247263,932038
2023-08-20,Social,815.60,191801,471610
2023-08-20,Search,311.75,56199,130029
2023-08-21,TV,2633.54,214901,364044
2023-08-21,Digital,2052.95,416376,1633163
2023-08-21,Social,962.04,228122,622969
2023-08-21,Search,582.63,104985,229003
2023-08-22,TV,2646.00,219249,376266
2023-08-22,Digital,1286.20,239529,1106456
2023-08-22,Social,1236.87,308900,688500
2023-08-22,Search,694.29,128906,273454
2023-08-23,TV,3654.79,281294,552464
2023-08-23,Digital,1883.61,358930,1624111
2023-08-23,Social,1198.81,299586,665848
2023-08-23,Search,406.23,65847,172593
2023-08-24,TV,2993.17,247011,405944
2023-08-24,Digital,1273.23,249101,926838
2023-08-24,Social,805.30,212997,465748
2023-08-24,Search,677.37,124102,274172
2023-08-25,TV,3116.35,231519,502736
2023-08-25,Digital,1790.60,351003,1475941
2023-08-25,Social,843.74,219205,475679
2023-08-25,Search,381.06,64947,164574
2023-08-26,TV,2973.82,232262,465055
2023-08-26,Digital,913.61,194877,687149
2023-08-26,Social,887.42,202192,483222
2023-08-26,Search,429.35,70364,182756
2023-08-27,TV,2392.14,189203,331117
2023-08-27,Digital,1218.35,219475,1060548
2023-08-27,Social,744.34,169146,448992
2023-08-27,Search,356.88,70435,135061
2023-08-28,TV,3169.40,245190,511615
2023-08-28,Digital,1458.00,297439,1091680
2023-08-28,Social,803.56,190047,522971
2023-08-28,Search,444.39,83290,182496
2023-08-29,TV,3111.07,262340,456758
2023-08-29,Digital,1700.79,342456,1399461
2023-08-29,Social,638.97,148252,355558
2023-08-29,Search,538.11,99478,216100
2023-08-30,TV,2468.35,207776,355671
2023-08-30,Digital,2227.08,441752,1852010
2023-08-30,Social,873.10,196611,507881
2023-08-30,Search,640.51,120313,234356
2023-08-31,TV,4115.10,298679,598605
2023-08-31,Digital,883.86,178486,666374
2023-08-31,Social,897.49,240619,531243
2023-08-31,Search,488.82,95551,199620
2023-09-01,TV,3154.26,234147,478599
2023-09-01,Digital,1589.13,348809,1334104
2023-09-01,Social,1018.30,240968,671916
2023-09-01,Search,648.48,122175,251918
2023-09-02,TV,3275.05,257053,489863
2023-09-02,Digital,1380.05,274846,1185023
2023-09-02,Social,584.74,156993,324547
2023-09-02,Search,436.51,79054,185444
2023-09-03,TV,2833.53,223619,427237
2023-09-03,Digital,1766.50,364945,1372935
2023-09-03,Social,836.85,225073,530457
2023-09-03,Search,491.42,82466,213250
2023-09-04,TV,3616.92,285020,535483
2023-09-04,Digital,1871.39,375380,1554342
2023-09-04,Social,1140.78,267782,704123
2023-09-04,Search,588.21,97102,230350
2023-09-05,TV,3602.64,291110,555616
2023-09-05,Digital,1591.88,329580,1328038
2023-09-05,Social,931.15,223077,568046
2023-09-05,Search,578.19,110494,234312
2023-09-06,TV,3835.49,314355,573052
2023-09-06,Digital,1879.30,349722,1450134
2023-09-06,Social,796.69,191062,482705
2023-09-06,Search,517.51,87338,209365
2023-09-07,TV,4095.94,315688,666525
2023-09-07,Digital,1656.41,359007,1442055
2023-09-07,Social,865.59,199490,565806
2023-09-07,Search,723.73,127341,288498
2023-09-08,TV,2885.63,251783,401599
2023-09-08,Digital,1568.83,342461,1346176
2023-09-08,Social,1013.50,232741,612099
2023-09-08,Search,519.35,85635,191709
2023-09-09,TV,3127.80,227172,504173
2023-09-09,Digital,1288.98,250633,937057
2023-09-09,Social,692.78,165219,432627
2023-09-09,Search,399.97,67399,174317
2023-09-10,TV,1876.13,145574,279339
2023-09-10,Digital,1167.96,212558,884454
2023-09-10,Social,764.35,179476,424075
2023-09-10,Search,445.19,83838,165609
2023-09-11,TV,3349.93,268379,536218
2023-09-11,Digital,1667.72,302599,1274199
2023-09-11,Social,596.94,146295,368417
2023-09-11,Search,479.74,83669,210910
2023-09-12,TV,4011.11,314989,566868
2023-09-12,Digital,2171.57,401224,1758375
2023-09-12,Social,710.25,160291,464696
2023-09-12,Search,699.87,129476,253061
2023-09-13,TV,3744.08,279923,548683
2023-09-13,Digital,1892.06,394350,1404333
2023-09-13,Social,873.06,212306,520650
2023-09-13,Search,471.16,89771,193553
2023-09-14,TV,4284.03,330839,691973
2023-09-14,Digital,1724.19,357967,1463974
2023-09-14,Social,936.90,255118,613970
2023-09-14,Search,505.72,88617,198567
2023-09-15,TV,3581.63,260725,524397
2023-09-15,Digital,1438.25,310847,1217102
2023-09-15,Social,851.05,231475,481920
2023-09-15,Search,636.24,110637,232385
2023-09-16,TV,2342.40,189227,353921
2023-09-16,Digital,1468.71,312701,1140644
2023-09-16,Social,756.46,198476,432783
2023-09-16,Search,410.42,69417,157491
2023-09-17,TV,2635.75,229406,383752
2023-09-17,Digital,1182.54,238732,932589
2023-09-17,Social,765.96,191279,453525
2023-09-17,Search,499.96,88042,191973
2023-09-18,TV,3363.42,288483,535934
2023-09-18,Digital,1879.48,373847,1510955
2023-09-18,Social,1093.78,279403,622629
2023-09-18,Search,583.02,110677,240226
2023-09-19,TV,3577.13,270055,571888
2023-09-19,Digital,1385.37,263320,1051515
2023-09-19,Social,1074.23,273770,623554
2023-09-19,Search,565.92,102589,219848
2023-09-20,TV,3557.63,274314,486637
2023-09-20,Digital,1280.66,281464,928605
2023-09-20,Social,978.51,242841,614444
2023-09-20,Search,641.61,104130,254483
2023-09-21,TV,3260.55,274312,514367
2023-09-21,Digital,2314.10,469035,1924201
2023-09-21,Social,636.58,158827,354591
2023-09-21,Search,643.64,126795,247917
2023-09-22,TV,2701.67,223350,443302
2023-09-22,Digital,1298.77,234026,1051945
2023-09-22,Social,1072.11,259187,706667
2023-09-22,Search,596.69,99025,216643
2023-09-23,TV,3067.42,221092,505429
2023-09-23,Digital,1554.63,281273,1165346
2023-09-23,Social,622.87,150841,402478
2023-09-23,Search,420.41,70213,166951
2023-09-24,TV,2597.99,215002,368852
2023-09-24,Digital,1627.84,307584,1300053
2023-09-24,Social,820.52,192333,521603
2023-09-24,Search,355.50,66868,130841
2023-09-25,TV,3963.05,321869,567680
2023-09-25,Digital,2039.95,438093,1599677
2023-09-25,Social,990.93,236049,600666
2023-09-25,Search,669.45,128706,261368
2023-09-26,TV,3801.05,280426,518970
2023-09-26,Digital,2096.68,407886,1584569
2023-09-26,Social,1007.39,244297,579359
2023-09-26,Search,709.88,139394,270294
2023-09-27,TV,3544.72,300489,566141
2023-09-27,Digital,1026.10,210383,834767
2023-09-27,Social,904.09,233506,588363
2023-09-27,Search,612.33,106781,237950
2023-09-28,TV,3499.25,277350,475679
2023-09-28,Digital,1558.78,328270,1156168
2023-09-28,Social,1034.22,254197,583275
2023-09-28,Search,736.07,130963,287673
2023-09-29,TV,3774.01,276974,545434
2023-09-29,Digital,1741.10,346522,1521951
2023-09-29,Social,884.14,231961,558181
2023-09-29,Search,436.04,74678,160516
2023-09-30,TV,2658.68,202380,368376
2023-09-30,Digital,1280.24,280409,1055943
2023-09-30,Social,694.49,177839,379959
2023-09-30,Search,449.80,82114,164945
2023-10-01,TV,2803.22,237269,398187
2023-10-01,Digital,1200.06,245698,928561
2023-10-01,Social,865.69,235511,499754
2023-10-01,Search,491.93,80267,190077
2023-10-02,TV,2965.43,220288,473361
2023-10-02,Digital,1512.05,327473,1258972
2023-10-02,Social,842.66,223466,550861
2023-10-02,Search,611.95,120115,230844
2023-10-03,TV,3682.48,296425,558563
2023-10-03,Digital,1263.22,275749,971886
2023-10-03,Social,747.95,192879,462250
2023-10-03,Search,751.06,123217,292570
2023-10-04,TV,3702.29,288261,595219
2023-10-04,Digital,1502.14,279083,1123773
2023-10-04,Social,918.96,218499,548221
2023-10-04,Search,540.64,102513,213728
2023-10-05,TV,2790.63,203779,436873
2023-10-05,Digital,1819.41,348802,1317041
2023-10-05,Social,906.87,244641,546444
2023-10-05,Search,647.49,121378,266603
2023-10-06,TV,3498.92,272776,568436
2023-10-06,Digital,2287.31,419452,1660819
2023-10-06,Social,884.14,242313,528766
2023-10-06,Search,539.90,89770,222114
2023-10-07,TV,2484.14,206017,343906
2023-10-07,Digital,1514.28,313343,1203596
2023-10-07,Social,870.29,237587,554434
2023-10-07,Search,545.86,106305,205837
2023-10-08,TV,2762.31,217774,429702
2023-10-08,Digital,1412.54,258968,1029135
2023-10-08,Social,632.72,161930,353568
2023-10-08,Search,442.32,81110,167947
2023-10-09,TV,3302.61,254816,467434
2023-10-09,Digital,1703.44,337997,1438527
2023-10-09,Social,955.80,221598,575070
2023-10-09,Search,595.37,106121,214379
2023-10-10,TV,3192.81,260270,490295
2023-10-10,Digital,1556.86,325632,1213890
2023-10-10,Social,966.64,232853,523185
2023-10-10,Search,645.23,127480,232585
2023-10-11,TV,3576.36,303671,508991
2023-10-11,Digital,1494.97,298656,1222984
2023-10-11,Social,1106.65,266131,643567
2023-10-11,Search,488.14,80050,198945
2023-10-12,TV,2918.44,228647,414804
2023-10-12,Digital,1741.39,367719,1329642
2023-10-12,Social,755.38,177730,444897
2023-10-12,Search,497.28,92907,206050
2023-10-13,TV,3435.87,286468,478911
2023-10-13,Digital,1841.65,389605,1485608
2023-10-13,Social,977.34,231805,592206
2023-10-13,Search,602.05,100395,225046
2023-10-14,TV,3297.41,242696,469343
2023-10-14,Digital,1431.08,279078,1053403
2023-10-14,Social,687.60,158097,415482
2023-10-14,Search,478.88,87006,186250
2023-10-15,TV,2671.93,215899,376501
2023-10-15,Digital,1381.90,289160,1189868
2023-10-15,Social,649.23,169568,400226
2023-10-15,Search,372.35,63299,159100
2023-10-16,TV,3548.71,293410,488226
2023-10-16,Digital,2085.35,453639,1661232
2023-10-16,Social,936.07,211206,589619
2023-10-16,Search,668.12,122486,256891
2023-10-17,TV,2897.03,210726,393109
2023-10-17,Digital,1774.46,328587,1350570
2023-10-17,Social,882.64,241248,573361
2023-10-17,Search,433.71,77392,171182
2023-10-18,TV,3437.43,291179,545979
2023-10-18,Digital,1996.74,413028,1705356
2023-10-18,Social,894.65,221817,539910
2023-10-18,Search,632.61,104326,233314
2023-10-19,TV,3667.89,300603,583034
2023-10-19,Digital,1318.12,253287,1003786
2023-10-19,Social,807.96,187517,474636
2023-10-19,Search,673.18,117257,286651
2023-10-20,TV,3031.50,242448,430745
2023-10-20,Digital,1579.46,312489,1310154
2023-10-20,Social,1107.62,276961,653309
2023-10-20,Search,680.96,113781,268334
2023-10-21,TV,2316.87,171799,340699
2023-10-21,Digital,1230.20,262237,1067547
2023-10-21,Social,641.07,145049,374136
2023-10-21,Search,461.34,78182,169715
2023-10-22,TV,1914.55,152484,274919
2023-10-22,Digital,1225.22,269192,914672
2023-10-22,Social,814.78,221115,514426
2023-10-22,Search,522.57,90088,204045
2023-10-23,TV,3899.97,305195,571104
2023-10-23,Digital,1842.28,368031,1386806
2023-10-23,Social,956.43,247715,524694
2023-10-23,Search,655.28,116938,276746
2023-10-24,TV,3369.83,278803,492797
2023-10-24,Digital,1601.46,307192,1211152
2023-10-24,Social,589.85,154456,333186
2023-10-24,Search,425.38,83046,162049
2023-10-25,TV,3893.62,299851,588557
2023-10-25,Digital,1784.34,361535,1454071
2023-10-25,Social,1195.55,281937,724676
2023-10-25,Search,468.24,88992,177230
2023-10-26,TV,4146.80,330842,634876
2023-10-26,Digital,1808.72,371923,1418489
2023-10-26,Social,972.50,256035,592446
2023-10-26,Search,750.25,126432,327233
2023-10-27,TV,3653.49,318469,505673
2023-10-27,Digital,1346.51,277050,1073451
2023-10-27,Social,1051.06,248210,575695
2023-10-27,Search,611.42,119033,222551
2023-10-28,TV,2641.17,214632,363052
2023-10-28,Digital,1030.15,204037,762849
2023-10-28,Social,779.03,195481,422585
2023-10-28,Search,508.36,92171,201160
2023-10-29,TV,1628.98,127724,222523
2023-10-29,Digital,1034.04,220348,799876
